Name,Technology,Prop Type,AngelList,Crunchbase,Domain,HQ Address,City,State,Zip,# Founders,Founded,Years Active,# of Funding Rounds,Valuation Rank,Funding/Year Rank,Total Funding Rank,ARR Rank,CAFR Rank,Avg. Funding/Year,ARR/Funds Raised,Total Funding,Estimated ARR,CFRGR (Compound Funding Round Growth Rate),CAFR,Latest Valuation,Latest Valuation Year,Accelerator,Accelerator 2,Pre-Seed Date,Pre-Seed $,Seed Date,Seed $,Bridge Date,Bridge $,A Round Date,A Round $,B Round Date,B Round $,C Round Date,C Round $,D Round Date,D Round $,E Round Date,E Round $,F Round Date,F Round $,G Round Date,G Round $,H Round Date,H Round $,Unknown Series Date,Unknown Series $,Non-Dilutive Round Date,Non-Dilutive Round $,Exit Date,Exit $,Acquirer
Gyana,AI,ALL,https://angel.co/blog,https://www.crunchbase.com/organization/gyana#section-overview,https://www.gyana.co.uk/,8 Devonshire Square,LONDON,UK,EC2M 4PL,2,2015,10,1,#N/A,,,,,"$100,000 ",,"$1,000,000 ",,,0.00%,,,,,,, 11/1/2015,"$1,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
"Megalytics, Inc.",,All,,https://www.crunchbase.com/organization/megalytics,https://megalytics.net/,,Chicago,IL,,,2014,11,1,#N/A,,,,,"$90,909 ",,"$1,000,000 ",,,0.00%,,,,,,,18-May-17,"$1,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
OppSites,,All,https://angel.co/company/oppsites-,https://www.crunchbase.com/organization/oppsites,https://oppsites.com/,,Oakland,CA,,,2014,11,1,#N/A,,,,,"$90,909 ",,"$1,000,000 ",,,0.00%,,,,,,,4-Jul-17,"$1,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Optix,,Office,https://angel.co/company/sharedesk,https://www.crunchbase.com/organization/shareddesks,https://www.optixapp.com/,,Vancouver,Canada,,,2012,13,1,#N/A,,,,,"$76,923 ",,"$1,000,000 ",,,0.00%,,,,,,,19-Feb-14,"$1,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Place Technology,,"Office, Retail, Multifamily",https://angel.co/company/place-technology,https://www.crunchbase.com/organization/place-technology,https://www.placetechnology.com/,,Austin,TX,,,2018,7,1,#N/A,,,,,"$142,857 ",,"$1,000,000 ",,,0.00%,,,,,,,26-Aug-20,"$1,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Spacebase GmbH,,Office,https://angel.co/company/spacebase-1,https://www.crunchbase.com/organization/spacebase,https://www.crunchbase.com/organization/spacebase,,Berlin,Germany,,,2014,11,1,#N/A,,,,,"$90,909 ",,"$1,000,000 ",,,0.00%,,,,,,,1-Apr-15,"€1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
Bidmii,,Residential,,Bidmii - Crunchbase Company Profile & Funding,https://www.bidmii.com/,,Toronto,ON,,2,2020,5,1,#N/A,,,,,"$200,000 ",,"$1,000,000 ",,,0.00%,,,,,1-Dec-21,"$1,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Trove,,"Residential, Hospitality",https://angel.co/company/trove,https://www.crunchbase.com/organization/trove-2,https://www.discovertrove.com/,,San Francisco,CA,,,2014,11,1,#N/A,,,,,"$89,727 ",,"$987,000 ",,,0.00%,,,,,,,1-Mar-15,"$987,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Vector Homes,,Construction,,https://www.crunchbase.com/organization/vector-homes,https://www.vectorhomes.co.uk/,,Manchester,UK,,4,2020,,,#N/A,,,,,,,"$976,300 ",,,,,,,,2-Dec-21,"$199,000 ",15-Mar-23,"$543,000 ",,,,,,,,,,,,,,,,,,,27-Jun-22,"$234,300 ",,,,,
Route Konnect,,Commercial,,https://www.crunchbase.com/organization/route-konnect,https://routekonnect.com/,,Cardiff,UK,,2,2018,,,#N/A,,,,,,,"$950,000 ",,,,,,,,4-May-22,"$950,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ootbox,,"Office, Other",,https://www.crunchbase.com/organization/ootbox,https://www.getootbox.com/,Columbus,Ohio,,2020,,,2025,1,#N/A,,,,,$444 ,,"$900,000 ",,,0.00%,,,,,12-Jun-20,"$900,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Logic,,Residential,https://angel.co/company/locallogic,https://www.crunchbase.com/organization/local-logic,https://www.locallogic.co/,5605 Gaspe Ave #304,Montreal,Quebec,H2T 2A4,1,2014,11,1,#N/A,,,,,"$80,763 ",,"$888,390 ",,,0.00%,,,,,,," Jun 13, 2017","$888,390 ",,,,,,,,,,,,,,,,,,,,,,,,,
Motili,Property Maintenance,"Multifamily, Single Family, Commercial",https://angel.co/motili,https://www.crunchbase.com/organization/motili,motili.com,1900 Wazee St #1533,Denver,CO ,80202,1,2015,10,1,#N/A,,,,,"$87,900 ",,"$879,000 ",,,0.00%,,,,,,," Sep 30, 2016","$879,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
RealQuantum,Appraisal,"Office, Retail, Hospitality, Industrial, Other",https://angel.co/realquantum,https://www.crunchbase.com/organization/realquantum-llc,realquantum.com,6701 W 64th Street,Overland Park,KS ,66202,3,2015,10,1,#N/A,,,,,"$85,000 ",,"$850,000 ",,,0.00%,,,,,,,29-Nov-18,"$850,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
HomeMove,,Residential,https://wellfound.com/company/homemove,https://www.crunchbase.com/organization/homemove,https://www.homemove.com/,,Norwich,UK,,2,2022,,,#N/A,,,,,,,"$829,600 ",,,,,,,,17-Jan-23,"$829,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Labs,,Other,https://angel.co/company/flow-labs,https://www.crunchbase.com/organization/flow-laboratories-inc#section-overview,http://www.flowlabs.com/,"San Francisco Bay Area, Silicon Valley, West Coast",,,,N/A,2016,9,2,#N/A,,,,,"$89,667 ",,"$807,000 ",,,6.00%,,,,," Mar 1, 2016","$300,000 ",15-Aug-16,"$507,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Hent,,Residential,https://angel.co/company/hent,https://www.crunchbase.com/organization/hent,https://www.hent.com.br/,"Av. Engenheiro Domingos Ferreira, 4023",Recife,Brazil,,,2019,6,1,#N/A,,,,,"$133,333 ",,"$800,000 ",,,0.00%,,,,,,,4-Jun-20,"$800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Inkuvi,,Residential,https://angel.co/company/inkuvi,https://www.crunchbase.com/organization/inkuvi,https://inkuvi.com/,,Guadalajara,Mexico,,,2017,8,1,#N/A,,,,,"$100,000 ",,"$800,000 ",,,0.00%,,,,,,,1-Mar-17,"$800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Lofty AI,,Residential,https://angel.co/company/loftyai,https://www.crunchbase.com/organization/lofty-ai,https://www.lofty.ai/,Greater Los Angeles Area,,,,3,2018,7,1,#N/A,,,,,"$114,286 ",,"$800,000 ",,,0.00%,,,,,,,19-Aug-19,"$800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Pocket Buildings,,Multifamily,,https://www.crunchbase.com/organization/pocketbuildings,https://www.pocketbuildings.com/,,San Francisco,CA,,2,2019,6,1,#N/A,,,,,"$133,333 ",,"$800,000 ",,,0.00%,,,,,9-Dec-20,"$800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaryo,,Multifamily,https://angel.co/company/salaryo,https://www.crunchbase.com/organization/salaryo,https://www.salaryo.com/,,NY,NY,,,2017,8,1,#N/A,,,,,,,"$800,000 ",,,0.00%,,,,,5-Feb-17,"$800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
123Projetei,,Construction,,https://www.crunchbase.com/organization/123projetei,http://www.123projetei.com.br/,,Rio Grande,Brazil,,,2016,,,#N/A,,,,,,,"$760,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Nov-22,"$760,000 ",,,,,
SensorSuite Inc,,ALL,https://angel.co/company/sensorsuite,https://www.crunchbase.com/organization/sensorsuite-inc,https://www.sensorsuite.com/,,Mississauga,Canada,,,2012,13,2,#N/A,,,,,"$57,692 ",,"$750,000 ",,,8.09%,,,,,26-Aug-13,"$200,000 ",27-Apr-15,"$550,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Bixby,Property Management,Multifamily,https://angel.co/livebixby,https://www.crunchbase.com/organization/bixby,www.livebixby.co/,347 5th Avenue,New York,NY,10016,2,2016,9,1,#N/A,,,,,"$83,333 ",,"$750,000 ",,,0.00%,,,,," Jan 1, 2018","$750,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantree,,Multifamily,https://angel.co/company/pantree-1,https://www.crunchbase.com/organization/pantree,https://pantree.co/,,London,UK,,,2021,,,#N/A,#N/A,#N/A,,,,,"$747,500 ",,,,,,,,24-Oct-22,"$747,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcbazar,,Construction,https://angel.co/company/arcbazar,https://www.crunchbase.com/organization/arcbazar-com,https://www.arcbazar.com/,Harvard Innovation Lab 114 Western Avenue,Allston,Massachusetts,2134,2,2010,,,#N/A,,,,,,,"$743,300 ","$2,600,000 ",,,,,,,,,22-Apr-16,"$623,300 ",,,,,,,,,,,,,,,,,,,21-Sep-16,"$120,000 ",,,,,
Spce,Leasing,Residential,https://angel.co/liveinspce,https://www.crunchbase.com/organization/spce,https://www.liveinspce.com/,"The Shard, 32, London Bridge Street",London,London,SE19SG,2,2016,9,2,#N/A,,,,,"$82,031 ",,"$738,280 ",,,#DIV/0!,,,Colliers,,10-Sep-18, $ -   ,"Sep, 2018","$738,280 ",,, ,,,,,,,,,,,,,,,,,,,,,,
Unite Living,,Residential,,https://www.crunchbase.com/organization/unite-living,https://uniteliving.com/,Chr. Krohgs gate 1,Oslo,Norway,186,1,2016,9,1,#N/A,,,,,"$81,203 ",,"$730,824 ",,,0.00%,,,,,,,,,3-Mar-19,"$730,824.00 ",,,,,,,,,,,,,,,,,,,,,,,
Conectric Networks,,All,https://angel.co/company/conectric,https://www.crunchbase.com/organization/conectric,https://www.conectric.com/,,San Diego,CA,,,2015,10,1,#N/A,,,,,"$71,600 ",,"$716,000 ",,,0.00%,,,,,,,6-Apr-17,"$716,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Mavatar Technologies Inc,,Retail,https://angel.co/company/mavatar-technologies,https://www.crunchbase.com/organization/mavatar,http://www.mavatar.com/,,Menlo Park,CA,,,2011,14,1,#N/A,,,,,"$50,000 ",,"$700,000 ",,,0.00%,,,,,,,19-Jan-17,"$700,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Rail Yard,,All,https://angel.co/company/rail-yard,https://www.crunchbase.com/organization/rail-yard,https://www.railyard.com/,,Austin,TX,,,2011,14,1,#N/A,,,,,"$50,000 ",,"$700,000 ",,,0.00%,,,,,,,27-Oct-13,"$700,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Arextech,,All,https://angel.co/company/arextech,https://www.crunchbase.com/organization/arextech,https://arex.technology/,,Toronto,Canada,,,2019,6,1,#N/A,,,,,"$116,667 ",,"$700,000 ",,,0.00%,,,,,1-Mar-20,"$700,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mevi,,Residential,https://angel.co/company/meviapp,https://www.crunchbase.com/organization/mevi,https://www.mevi.io/home,1801 N Broadway,Denver,CO,80202,2,2018,7,1,#N/A,,,,,"$100,000 ",,"$700,000 ",,,0.00%,,,,,1-Jan-18,"$700,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacksource,Commercial Mortgage,ALL,https://angel.co/stacksource,https://www.crunchbase.com/organization/stacksource#section-overview,StackSource.com,"45 West 21st Street, 5th Floor",New York,NY,10010,3,2015,10,2,#N/A,,,,,,,"$680,000 ",,,#DIV/0!,,,Techstars,,1-Jul-17,"$680,000 ",17-Sep-18, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
Aetos,,Commercial,https://wellfound.com/company/aetos-imaging,https://www.crunchbase.com/organization/aetos-imaging,https://aetosimaging.com/,,Atlanta,GA,,4,2020,,,#N/A,,,,,,,"$656,000 ",,,,,,,,,,13-Mar-23,"$656,000 ",,,,,,,,,,,,,,,,,,,,,14-Jun-22,,,,
Dwello,,Residential,https://wellfound.com/company/dwello-1,https://www.crunchbase.com/organization/dwello-1f00,https://www.dwello.nl/,,Rotterdam,Netherlands,,,2021,,,#N/A,,,,,,,"$650,000 ",,,,,,,,,,18-Jan-23,"$650,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
At HUM,,Residential,https://angel.co/company/athum,https://www.crunchbase.com/organization/at-hum,http://www.athum.com/,75 East Santa Clara Avenue,San Jose,California,95113,3,2017,,,#N/A,,,,,,,"$630,000 ",,,,,,,,1-Jun-18,"$280,000 ",25-Jan-19,"$350,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Spacepass,,Multifamily,,https://www.crunchbase.com/organization/spacepass,https://spacepass.global/,,Riga,Latvia,,,2017,8,1,#N/A,,,,,"$75,000 ",,"$600,000 ",,,0.00%,,,,,,,6-Mar-17,"$600,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
CutStruct,,Construction,,https://www.crunchbase.com/organization/cutstruct-technology-limited,https://www.cutstruct.com/,,Lagos,Nigeria,,2,2019,,,#N/A,,,,,,,"$600,000 ",,,,,,,,10-Nov-22,"$600,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Skrap,,Multifamily,https://angel.co/company/skrap,https://www.crunchbase.com/organization/skrap,https://skrap.xyz/skrapweb/,562 N Circular Rd,London,UK,,,2017,8,2,#N/A,,,,,"$73,750 ",,"$590,000 ",,,5.76%,,,,,31-Aug-18,"£230,000.00",19-Sep-19,"£360,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
Consorto,Property Management,All,https://angel.co/company/consorto-1/jobs,https://www.crunchbase.com/organization/consorto,https://www.consorto.com/about,,Tallinn,Estonia,,1,2018,7,2,#N/A,,,,,"$83,234 ",,"$582,641 ",,,53.41%,,,,," Oct 17, 2018","$27,744 ", 28 Aug 2019,"$554,897 ",,,,,,,,,,,,,,,,,,,,,,,,,
Student Rents,,Multifamily,,https://www.crunchbase.com/organization/student-rents,https://studentrents.co.uk/,,Edinburgh,UK,,2,2020,,,#N/A,,,,,,,"$566,600 ",,,,,,,,8-Jan-23,"$566,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogogo,,Retail,https://angel.co/company/jogogo,https://www.crunchbase.com/organization/jogogo,jogogo.co,4200 Saint Laurent Boulevard,Montreal,QC,,1,2015,10,1,#N/A,,,,,"$55,510 ",,"$555,098 ",,,0.00%,,,,,,, 11/21/2016,"$555,098 ",,,,,,,,,,,,,,,,,,,,,,,,,
Rithum,,Residential,,https://www.crunchbase.com/organization/rithum,https://rithumhome.com/,,London,UK,,,2020,,,#N/A,,,,,,,"$551,800 ",,,,,,,,,,14-Dec-22,"$551,800 ",,,,,,,,,,,,,,,,,,,,,,,,,
"Land Intelligence, Inc.",,Other,https://angel.co/company/land-intelligence,https://www.crunchbase.com/organization/land-intelligence,https://landintelligence.net/,,Columbia,South Carolina,,,2019,6,1,#N/A,,,,,"$89,167 ",,"$535,000 ",,,0.00%,,,,,,,1-Oct-19,"$535,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
HouseAfrica,,Residential,,https://www.crunchbase.com/organization/houseafrica,https://houseafrica.io/,,Abuja,Nigeria,,3,2019,,,#N/A,,,,,,,"$525,000 ",,,,,,,,19-Nov-21,"$125,000 ",27-Mar-23,"$400,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Risk Consulting,,All,https://angel.co/company/coastal-risk-consulting,https://www.crunchbase.com/organization/coastal-risk-consulting,https://floodscores.com/,,Plantation,FL,,,2014,11,1,#N/A,,,,,"$46,818 ",,"$515,000 ",,,0.00%,,,,,,,15-Apr-15,"£515,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
Abstract Tokenization,Equity,All,,https://www.crunchbase.com/organization/abstract-tokenization#section-overview,thttps://www.abstracttokenization.com/,,Seattle,WA,98122,3,2018,7,1,#N/A,,,,,"$71,429 ",,"$500,000 ",,,0.00%,,,,,,,18-Jul-18,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Coworker.com,,Office,,https://www.crunchbase.com/organization/coworker#section-overview,https://www.coworker.com/,,Toronto,ON,,2,2015,10,1,#N/A,,,,,"$50,000 ",,"$500,000 ",,,0.00%,,,,,,,10-Aug-19,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Kairos IoT,IoT,Multifamily ,https://angel.co/company/kairos-iot,https://www.crunchbase.com/organization/kairos-iot#section-overview,https://www.kairoswater.io/,"Greater Atlanta Area, East Coast, Southern US",,,,N/A,2017,8,1,#N/A,,,,,"$62,500 ",,"$500,000 ",,,0.00%,,,,,,, 7/1/2018,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Opiniion,,"Office, Retail, Multifamily",,https://www.crunchbase.com/organization/opiniion-inc,https://www.opiniion.com/,,Lindon,Utah,,,2017,8,1,#N/A,,,,,"$62,500 ",,"$500,000 ",,,0.00%,,,,,,,10-Jun-20,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Revista,,Other,https://angel.co/company/revista,https://www.crunchbase.com/organization/revista,https://revistamed.com/,,Arnold,Maryland,,,2013,12,1,#N/A,,,,,"$41,667 ",,"$500,000 ",,,0.00%,,,,,,,23-May-14,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
WhyFly,,ALL,,https://www.crunchbase.com/organization/whyfly,https://www.whyfly.com/,,Wilmington,DE,,,2016,9,1,#N/A,,,,,"$55,556 ",,"$500,000 ",,,0.00%,,,,,,,1-Jun-16,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Cortex Intel,HVAC,Office,https://angel.co/company/cortex-3,https://www.crunchbase.com/organization/cortex-4,https://www.meetcortex.com/,"1730 Rhode Island Ave, NW Suite 1103
Washington, DC 20036",Washington,DC,20036,1,2014,11,1,#N/A,,,,,"$45,455 ",,"$500,000 ",,,0.00%,,,,,25-Mar-15,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
HALO by Mobile RF,IT,ALL,https://angel.co/company/halocures,https://www.crunchbase.com/organization/halo-2e0a#section-overview,https://mobilerf.com/,4521 Leavenworth St. #5,Omaha,NE,68106,4,2018,7,1,#N/A,,,,,"$71,429 ",,"$500,000 ",,,0.00%,,,,," Jun 5, 2019        
","$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Richr,,Residential,https://angel.co/company/richr,https://www.crunchbase.com/organization/richr,https://richr.com/,,Miami,FL,,,2018,7,1,#N/A,,,,,,,"$500,000 ",,,0.00%,,,,,1-Dec-18,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Seqoon,,Residential,https://angel.co/company/seqoon,https://www.crunchbase.com/organization/seqoon,https://www.seqoon.com/,,Cairo,Egypt,,1,2021,,,#N/A,,,,,,,"$500,000 ",,,,,,,,24-Oct-22,"$500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
StringBean Technologies,,"Office, Multifamily, Retail",https://angel.co/company/stringbean-technologies,https://www.crunchbase.com/organization/stringbean-technologies,http://www.stringbean.tech/,"11 Sunrise Plaza, Unit 3

",Valley Stream,NY,11580,2,2015,10,1,#N/A,,,,,"$47,500 ",,"$475,000 ",,,0.00%,,,,,,," Apr 6, 2017","$475,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Tribbo,,Construction,,https://www.crunchbase.com/organization/tribboo,https://www.tribboo.co/,,Barcelona,Spain,,3,2021,,,#N/A,,,,,,,"$442,600 ",,,,,,,,1-Dec-22,"$442,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
OWAL,,"Office, Multifamily, Retail",https://angel.co/company/owal-inc,https://www.crunchbase.com/organization/owal#section-overview,owal.io,"137 Varick Street, 2nd floor",New York,NY,10013,N/A,N/A,#VALUE!,1,#N/A,,,,,#VALUE!,,"$415,000 ",,,#VALUE!,,,,,,,"May, 2016","$415,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Servus Connect,Facilities Management,Multifamily,https://angel.co/servus-2,https://www.crunchbase.com/organization/servusconnect,www.servusconnect.com,1 Floretta Place # 80504,Raleigh,NC,27623,3,2014,11,2,#N/A,,,,,"$36,364 ",,"$400,000 ",,,19.35%,,,,,,," Dec 22, 2017","$50,000 ",3-Feb-17,"$350,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
4Stay,,Multifamily,,https://www.crunchbase.com/organization/fourstay,https://4stay.com/,,Arlington,VA,,2,2016,,,#N/A,,,,,,,"$400,000 ",,,,,,,,,,1-Jul-19,"$400,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Light Line,,Multifamily/Office,https://angel.co/company/light-line-delivery-corp,https://www.crunchbase.com/organization/light-line-delivery,https://www.lightlinedelivery.com/,,Boston,MA,,2,2018,,,#N/A,,,,,,,"$400,000 ",,,,,,,,10-Oct-21,"$400,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
MoveGenius,,Residential,,https://www.crunchbase.com/organization/movegenius,https://www.movegenius.com/,,London,UK,,1,2022,,,#N/A,,,,,,,"$385,000 ",,,,,,,,29-Sep-22,"$385,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Inpoi,,Residential,,https://www.crunchbase.com/organization/inpoi,https://www.inpoi.it/,,Turin,Italy,,1,2019,,,#N/A,,,,,,,"$370,300 ",,,,,,,,19-Dec-22,"$370,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
REALly,,Other,https://angel.co/company/reallyai,https://www.crunchbase.com/organization/really-really-inc,https://really.ai/,,Palo Alto,CA,,,2016,9,1,#N/A,,,,,"$38,889 ",,"$350,000 ",,,0.00%,,,,,,,1-Jan-15,"$350,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
CubiCasa,Floorplanning,All,https://angel.co/company/cubicasa,https://www.crunchbase.com/organization/cubicasa-oy,https://www.cubi.casa/,,Oulu,Finland,,,2014,11,1,#N/A,,,,,"$29,545 ",,"$325,000 ",,,0.00%,,,,,,,6-Jun-19,"$325,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Proximi.io,,IT,https://angel.co/company/proximi-io,https://www.crunchbase.com/organization/proximi-io,https://proximi.io/,"Maria 01, Lapinlahdenkatu 16",Helsinki,Finland,,2,2014,11,1,#N/A,,,,,"$29,491 ",,"$324,405 ",,,0.00%,,,,,,," Dec 21, 2015","$324,405 ",,,,,,,,,,,,,,,,,,,,,,,,,
Vairt,,All,https://angel.co/company/vairt,https://www.crunchbase.com/organization/vairt-inc,"www.vairt.com
",1100 Sycamore St 4th floor,Cincinnati,Ohio,45202,2,2019,6,2,#N/A,,,,,"$53,333 ",,"$320,000 ",,,32.45%,,,,," Jan 1, 2017","$270,000 ",22-Jan-19,"$50,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Rented.com,,"Multifamily, Residential",https://angel.co/company/rented,https://www.crunchbase.com/organization/rented-com,https://www.rented.com,"Greater Atlanta Area, East Coast, Southern US",,,,,2014,11,1,#N/A,,,,,"$28,864 ",,"$317,500 ",,,0.00%,,,,,,,1-Nov-13,"$317,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,,
Frameless Inc,,All,https://angel.co/company/frameless-1,https://www.crunchbase.com/organization/frameless,http://ww38.frameless.me/,,Vienna,Austri,,,2018,7,1,#N/A,,,,,"$42,857 ",,"$300,000 ",,,0.00%,,,,,,,1-Mar-18,"$300,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Radiator Labs,HVAC,"Multifamily, Residential",https://angel.co/company/radiator-labs,https://www.crunchbase.com/organization/radiator-labs-inc,https://www.radiatorlabs.com/,"63 Flushing Ave Building 292, Suite 409",Brooklyn,NY,11205,2,2011,14,1,#N/A,,,,,"$21,429 ",,"$300,000 ",,,0.00%,,,,,,," Aug 20, 2015","$300,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
SharpLaunch,Marketing,Multifamily,https://angel.co/sharplaunch,https://www.crunchbase.com/organization/sharplaunch,www.sharplaunch.com,80 Daniel St,Portsmouth,NH ,3801,1,2015,10,1,#N/A,,,,,"$30,000 ",,"$300,000 ",,,0.00%,,,,,,," Aug 30, 2016","$300,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Biome,,ALL,,https://www.crunchbase.com/organization/biome,www.biome.us,,Oakland,CA,,1,2014,,,#N/A,,,,,,,"$300,000 ",,,,,,,,,,1-Jun-20,"$300,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
LoanBase,,Multifamily,https://angel.co/company/loanbase,https://www.crunchbase.com/organization/loanbase,https://www.loanbase.com/,,San Francisco,CA,,2,2020,5,1,#N/A,,,,,"$47,200 ",,"$236,000 ",,,0.00%,,,,,,,20-Oct-14,"$236,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Easy Floor Robotics,,"Construction, Residential",https://angel.co/company/easy-floor-robotics,https://www.crunchbase.com/organization/easy-floor-robotics,https://www.easyfloorrobotics.com/,,Netanya,Israel,,1,2019,,,#N/A,,,,,,,"$225,000 ",,,,,,,,26-Oct-22,"$225,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Faber Connect,,All,https://angel.co/faberconnect,https://www.crunchbase.com/organization/faber-connect,www.faberconnect.com,1110 Hamilton street,Vancouver,British Columbia V6B 2S2,,3,2016,9,1,#N/A,,,,,"$22,222 ",,"$200,000 ",,,0.00%,,,,," Jun 26, 2017","$200,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
CoWorkr,,Office,https://angel.co/company/coworkr-1,https://www.crunchbase.com/organization/coworkr,https://coworkr.co/,,Reno,Nevada,,,2014,11,1,#N/A,,,,,"$18,182 ",,"$200,000 ",,,0.00%,,,,,,,1-Jul-12,"$200,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Aquanta,,ALL,https://angel.co/company/sunnovations,https://www.crunchbase.com/organization/sunnovations,https://aquanta.io/,,Mclean,Virginia,,1,2008,,,#N/A,,,,,,,"$200,000 ","$1,400,000 ",,,,,,,,,5-Mar-12,"$200,000 ",,,,,,,,,,,,,,,,,,,12-Jul-19,,,,,,
Bright Spaces,,Office,,https://www.crunchbase.com/organization/bright-spaces,https://brightspaces.tech/,,Bucarest,Romania,,,2019,6,1,#N/A,,,,,"$30,833 ",,"$185,000 ",,,0.00%,,,,,14-Aug-19,"$185,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Argus,Financial Modeling,All except multifamily,,https://www.crunchbase.com/organization/argus,,,Washington,DC,,N/A,N/A,#VALUE!,1,#N/A,,,,,#VALUE!,,"$167,000 ",,,#VALUE!,,,,,,,23-Jun-12,"$167,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
HomeJab,Real Estate Photography,Residential,https://angel.co/company/homejab,https://www.crunchbase.com/organization/homejab,https://www.homejab.com/,618 N Front St,Philadelphia,PA,"19123,",1,2012,13,1,#N/A,,,,,"$11,538 ",,"$150,000 ",,,0.00%,,,,,,," Apr 26, 2013","$150,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Homestead,,Other,,https://www.crunchbase.com/organization/homestead,https://www.homestead.is/,,LA,CA,,,2019,6,1,#N/A,,,,,"$25,000 ",,"$150,000 ",,,0.00%,,,,,,,16-Mar-20,"$150,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Mycoop,,Residential,https://angel.co/company/mycoop,https://www.crunchbase.com/organization/mycoop,http://www.mycoop.com/,Greater New York Area,,,,2,2014,11,1,#N/A,,,,,"$13,636 ",,"$150,000 ",,,0.00%,,,,,,, 1/1/2017,"$150,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
